id,answer
3254,"""mouth"
3255,miniature adults
3256,some species coelomocytes
3257,un
3258,soluble waste products
3259,make
3260,ha
3261,the hindmost segment
3262,animals
3263,un
3264,to re-absorb any re-usable materials
3265,india
3266,tend
3267,full hermaphrodites
3268,charles darwin's book
3269,the animals' diets
3270,other words
3271,other annelids
3272,the body wall
3273,whose reproduction
3274,leeches
3275,well-developed septa
3276,died
3277,e.
3278,paired ganglia
3279,segmentation
3280,e.
3281,however
3282,the jaws
3283,a representative sample
3284,other areas
3285,several important anticoagulants
3286,the main blood vessels
3287,a different system
3288,encircles
3289,15%
3290,their resistance
3291,like
3292,anti-inflammatory compounds
3293,2008
3294,whose best-known members
3295,red
3296,charles darwin's book
3297,larvae
3298,their resistance
3299,"to over 8,000"
3300,1963
3301,no jail time
3302,domestic law
3303,raf
3304,contemporary u.s. courts
3305,federal law
3306,become
3307,the national archives and records administration
3308,de
3309,"only about 282,000 new civil cases"
3310,vi
3311,the fifty american states
3312,al.
3313,therefore
3314,international treaties
3315,general and permanent federal statutory law
3316,ha
3317,all persons
3318,only the limited supreme authority
3319,interact
3320,the various commonwealth nations
3321,1964
3322,nearly
3323,congress
3324,a jury
3325,the united states constitution
3326,replace
3327,only certain sections
3328,decades
3329,contemporary english cases
3330,standardized
3331,""" practice"
3332,the actual substance
3333,telecommunications
3334,several legal scholars
3335,the national archives and records administration
3336,the uniform commercial code
3337,erie railroad co.
3338,a particular federal constitutional provision
3339,the constitution
3340,lengthy prison sentences
3341,habit
3342,their own principles
3343,the miranda warning
3344,telecommunications
3345,ire
3346,itself
3347,the california constitutional convention
3348,the united states
3349,certain limited purposes
3350,most cases
3351,automatic
3352,om
3353,50 separate systems
3354,covers
3355,case law
3356,trademarks
3357,most felony convictions
3358,the actual substance
3359,the national archives and records administration
3360,1963
3361,restitution
3362,a chronological arrangement
3363,cause
3364,the federal government
3365,tin
3366,deter
3367,often
3368,remain
3369,july 1992
3370,the delegates
3371,next
3372,their own principles
3373,19.0 million civil cases
3374,the national archives and records administration
3375,1938
3376,reversal
3377,only the limited supreme authority
3378,its modern form
3379,the state level
3380,property
3381,the restatement
3382,lengthy prison sentences
3383,contemporary u.s. courts
3384,several notable features
3385,the final interpreters
3386,decades
3387,like
3388,creatures
3389,detailed statutes
3390,appellate decisions
3391,able
3392,every possible situation
3393,und
3394,automatic
3395,"a politically motivated ""absurdity"
3396,grammar
3397,the tuscan-based language
3398,linguistic authority
3399,peak
3400,eve
3401,more rapid and more pervasive phonological change
3402,hi
3403,often
3404,any standard varieties
3405,developing
3406,1996
3407,institutional support
3408,northern germany
3409,"25.1, 1945"
3410,per
3411,each country's specific variety
3412,modern standard italian
3413,the ancient greek word διάλεκτος diálektos
3414,large
3415,one
3416,a nonstandard english dialect
3417,ally
3418,the two countries
3419,iv
3420,v
3421,these variations
3422,separate languages
3423,encouragement
3424,tends
3425,standard mandarin
3426,the 1960s
3427,ten
3428,a new invention
3429,a public environment
3430,per
3431,side
3432,the ancient greek word διάλεκτος diálektos
3433,northern italy's lombardy region
3434,serbian
3435,some native speakers
3436,a community
3437,the 1960s
3438,ukraine
3439,pre
3440,its vocabulary
3441,the result
3442,the speech
3443,e.
3444,logograms
3445,descendant
3446,germanic tribes
3447,giovanni boccaccio
3448,strong tendencies
3449,modern standard italian
3450,the 1860s
3451,side
3452,the tsarist government
3453,adherence
3454,spanish only retains
3455,jargons
3456,the user's frame
3457,poetry
3458,ci
3459,x
3460,a familiar environment
3461,linguists
3462,negative connotations
3463,linguistic phenomena
3464,at least the 12th century
3465,any strictly linguistic definition
3466,iv
3467,forming compound tenses
3468,logograms
3469,the establishment
3470,declaring
3471,standard indian english
3472,example
3473,sting
3474,scarlet clothing
3475,good fortune
3476,f
3477,1870
3478,a golden cup
3479,led
3480,five other colors
3481,part
3482,european ports
3483,ch
3484,rural middle class
3485,daytime
3486,an ivory painter's palette
3487,ecuador
3488,faded
3489,a group
3490,ep
3491,roughly 620–740 nanometres
3492,the invention
3493,rayleigh scattering
3494,rothko
3495,the communist party of china
3496,1949
3497,better
3498,a tendency
3499,porphyrophora hamelii (armenian cochineal) scale insects
3500,a scarlet coloured beast
3501,bastille
3502,han
3503,1519-1521
3504,1792
3505,his achievement
3506,the marseillaise
3507,television screen
3508,the pope and cardinals of the roman catholic church
3509,many common stereotypes
3510,used
3511,the first 20th-century artists
3512,the neolithic period
3513,traditionally
3514,europe
3515,a red penalty card
3516,emperor charlemagne
3517,earth
3518,the red scare
3519,evil
3520,print cotton textiles
3521,came
3522,oil
3523,1519-1521
3524,1966
3525,place
3526,honor
3527,hit
3528,the source
3529,england
3530,2011
3531,the final color
3532,1921 members
3533,liverpool
3534,the fall
3535,many common stereotypes
3536,no known connection
3537,make
3538,professional sport and multiplayer video games
3539,sick people
3540,mixing
3541,the cincinnati red stockings
3542,saw
3543,using
3544,the earth
3545,good fortune
3546,hematite or red ochre
3547,a similar formula
3548,a few days later
3549,new zealand
3550,red ochre
3551,kermes vermilio
3552,a predominant light wavelength
3553,the imperial family
3554,manchester united
3555,wives
3556,celebrations
3557,about 4000 bc
3558,the height
3559,posed
3560,255
3561,the stunning defeat
3562,german nationalism
3563,the symbol
3564,based
3565,thrive
3566,an optical effect
3567,republican candidates
3568,scarlet academic gowns
3569,the finest and most expensive variety
3570,il
3571,the neolithic period
3572,purple
3573,red green blue (rgb) color systems
3574,an important religious symbolism
3575,led
3576,europeans
3577,the mediterranean
3578,the industrial revolution
3579,the late nineteenth century
3580,the mediterranean
3581,the summer growing season
3582,the demonstrations
3583,the red flag
3584,these two types
3585,reproductive success
3586,1966
3587,the first crusade
3588,the iron-containing protein
3589,both christ
3590,noble women
3591,his brother
3592,the paintings
3593,ex
3594,red stripes
3595,1921 members
3596,dominance behavior
3597,ye
3598,the breakdown
3599,both forms
3600,high levels
3601,his fortune-tellers
3602,roughly 620–740 nanometres
3603,good fortune
3604,"july 17, 1791"
3605,vincent van gogh
3606,at least 1510
3607,cactus plants
3608,the forbidden city
3609,chinese new year celebrations
3610,five other colors
3611,the 4th century
3612,the atlanta braves
3613,hose
3614,iz
3615,the sayings
3616,chemists
3617,the 18th and early 19th century
